V1	V2	sum
Cluster_	MG100181	2450.81967213115
Cluster_	MG100182	3310.18518518519
Cluster_	MG100184	2845.67901234568
Cluster_	MG100185	1137.25490196078
Cluster_	MG100186	2187.5
Cluster_	MG100187	600
Cluster_	MG100188	1250
Cluster_	MG100189	1012.98701298701
Cluster_	MG100190	2509.80392156863
Cluster_	MG100191	2303.57142857143
Cluster_	MG100192	1901.23456790123
Cluster_	MG100193	1260
Cluster_	MG100194	1606.06060606061
Cluster_	MG100195	2416.66666666667
Cluster_	MG100196	1901.96078431373
Cluster_	MG100198	1506.02409638554
Cluster_	MG100199	2209.87654320988
Cluster_	MG100200	1730.76923076923
Cluster_	MG100201	1913.26530612245
Cluster_	MG100202	1838.98305084746
Cluster_	MG100203	3154.92957746479
Cluster_	MG100204	3326.61290322581
Cluster_	MG100205	2704.30107526882
Cluster_	MG100206	1802.08333333333
Cluster_	MG100207	3284.88372093023
Cluster_	MG100208	3875
Cluster_0	MG100125	1958.69661438118
Cluster_0	MG100126	3181.79284228101
Cluster_0	MG100127	2176.5752754565
Cluster_0	MG100128	1449.3063290654
Cluster_0	MG100129	2811.72966076896
Cluster_0	MG100130	955.415186282621
Cluster_0	MG100131	1980.32128641815
Cluster_0	MG100132	1600.47345954044
Cluster_0	MG100133	2914.31359143466
Cluster_0	MG100134	2001.66973656307
Cluster_0	MG100135	342.71868599686
Cluster_0	MG100136	4043.71561248438
Cluster_0	MG100137	943.816940540974
Cluster_0	MG100138	1988.43967494725
Cluster_0	MG100139	2290.68732819132
Cluster_0	MG100140	1281.03742819035
Cluster_0	MG100141	1320.97096018522
Cluster_0	MG100142	346.139839159268
Cluster_0	MG100143	835.864846452608
Cluster_0	MG100144	1185.4001365092
Cluster_0	MG100146	1476.16242672933
Cluster_0	MG100147	1248.83577601304
Cluster_0	MG100148	1325.26145704391
Cluster_0	MG100149	2664.48209313194
Cluster_0	MG100150	923.651347556642
Cluster_0	MG100151	2821.83877148441
Cluster_0	MG100152	1441.716952722
Cluster_0	MG100153	1848.92359853456
Cluster_0	MG100154	1964.69956330959
Cluster_0	MG100155	1551.6191104347
Cluster_0	MG100156	1072.2350609712
Cluster_0	MG100157	1334.1637202988
Cluster_0	MG100158	2029.7297452839
Cluster_0	MG100159	2729.99101136163
Cluster_0	MG100160	1120.79388688595
Cluster_0	MG100161	1831.13323414611
Cluster_0	MG100162	843.353256003493
Cluster_0	MG100163	426.533182350379
Cluster_0	MG100164	549.260751129259
Cluster_0	MG100165	1183.46115457007
Cluster_0	MG100166	2316.13725853244
Cluster_0	MG100167	1170.36316709785
Cluster_0	MG100168	4402.10966013954
Cluster_0	MG100169	725.602711247767
Cluster_0	MG100170	1377.96745544515
Cluster_0	MG100171	1568.27780506517
Cluster_0	MG100172	2184.17730698607
Cluster_0	MG100173	2701.380519159
Cluster_0	MG100174	848.196669281062
Cluster_0	MG100175	2927.20716081668
Cluster_0	MG100176	1562.84818597191
Cluster_0	MG100177	1422.86366644395
Cluster_0	MG100178	3346.72933023269
Cluster_0	MG100179	2016.98450631666
Cluster_0	MG100180	3285.27699347781
Cluster_0	MG100181	1128.08567419716
Cluster_0	MG100182	4213.50101974879
Cluster_0	MG100183	396.903406709794
Cluster_0	MG100184	1947.58807685738
Cluster_0	MG100185	661.1107997887
Cluster_0	MG100186	1530.35017563586
Cluster_0	MG100187	323.825822572333
Cluster_0	MG100188	1958.3471495055
Cluster_0	MG100189	886.700664771818
Cluster_0	MG100190	1537.14451278729
Cluster_0	MG100191	2147.93668839247
Cluster_0	MG100192	1200.5405302274
Cluster_0	MG100193	903.808675674879
Cluster_0	MG100194	575.028361038858
Cluster_0	MG100195	961.105380809738
Cluster_0	MG100196	1640.03430314804
Cluster_0	MG100197	402.576489533011
Cluster_0	MG100198	1311.02852149121
Cluster_0	MG100199	1745.87057129862
Cluster_0	MG100200	1436.09038691092
Cluster_0	MG100201	2096.75499709908
Cluster_0	MG100202	808.445633819313
Cluster_0	MG100203	986.101668108017
Cluster_0	MG100204	1938.97499142625
Cluster_0	MG100205	2748.24426124741
Cluster_0	MG100206	992.342915438188
Cluster_0	MG100207	4193.56013166958
Cluster_1	MG100125	1913.06080807136
Cluster_1	MG100126	1832.7660322403
Cluster_1	MG100127	1880.90158020433
Cluster_1	MG100128	2251.33618317381
Cluster_1	MG100129	3819.14265143771
Cluster_1	MG100130	1769.10640816491
Cluster_1	MG100131	2011.1964311985
Cluster_1	MG100132	4313.71653639952
Cluster_1	MG100133	3818.64884312217
Cluster_1	MG100135	294.781797317076
Cluster_1	MG100136	2800.37802718139
Cluster_1	MG100137	1635.45608532808
Cluster_1	MG100138	1900.5420667048
Cluster_1	MG100139	2610.11658249101
Cluster_1	MG100140	1547.94085831859
Cluster_1	MG100141	1292.68561950706
Cluster_1	MG100142	269.610087002779
Cluster_1	MG100143	2412.3900568383
Cluster_1	MG100144	2054.32022049713
Cluster_1	MG100146	2335.8338255728
Cluster_1	MG100147	1074.76290973907
Cluster_1	MG100148	2494.02309290278
Cluster_1	MG100149	1327.22639412512
Cluster_1	MG100150	2846.5758275435
Cluster_1	MG100151	3099.38297371914
Cluster_1	MG100152	1391.67861942792
Cluster_1	MG100153	6917.68607445037
Cluster_1	MG100154	5199.42500615614
Cluster_1	MG100155	2051.20587079252
Cluster_1	MG100156	1474.95231211347
Cluster_1	MG100157	4819.14196129306
Cluster_1	MG100158	3857.88501521799
Cluster_1	MG100159	2528.17321627483
Cluster_1	MG100160	1424.39203606274
Cluster_1	MG100161	1228.33707055599
Cluster_1	MG100162	1227.70344552825
Cluster_1	MG100163	464.929549481885
Cluster_1	MG100164	1073.34319701445
Cluster_1	MG100165	4008.16933349144
Cluster_1	MG100166	3114.03053863538
Cluster_1	MG100167	2400.15916196534
Cluster_1	MG100168	6100.33194558829
Cluster_1	MG100169	1283.06009928228
Cluster_1	MG100170	1610.79766033064
Cluster_1	MG100171	4829.2332830673
Cluster_1	MG100172	2397.95376066359
Cluster_1	MG100173	2952.12604850579
Cluster_1	MG100174	2535.99501060149
Cluster_1	MG100175	1846.58368590781
Cluster_1	MG100176	1312.51550941178
Cluster_1	MG100177	1096.66813056017
Cluster_1	MG100178	7953.10060418155
Cluster_1	MG100179	3535.54761202813
Cluster_1	MG100180	4609.79991078624
Cluster_1	MG100181	4669.83430593603
Cluster_1	MG100182	2867.43336178817
Cluster_1	MG100184	2177.85789886347
Cluster_1	MG100185	1201.43308917794
Cluster_1	MG100186	1794.54478567509
Cluster_1	MG100187	356.480376952017
Cluster_1	MG100188	1020.83506830259
Cluster_1	MG100189	781.510626542253
Cluster_1	MG100190	1172.00891172955
Cluster_1	MG100191	1476.78122520556
Cluster_1	MG100192	1549.11555416362
Cluster_1	MG100193	1413.01619055339
Cluster_1	MG100195	1001.76413710389
Cluster_1	MG100196	1931.7777092608
Cluster_1	MG100197	447.027268663388
Cluster_1	MG100198	1477.99464105596
Cluster_1	MG100199	1613.02878371429
Cluster_1	MG100200	1043.31567919866
Cluster_1	MG100201	1756.75026907744
Cluster_1	MG100203	3619.90870672043
Cluster_1	MG100204	2157.94561294644
Cluster_1	MG100205	3973.87358021483
Cluster_1	MG100206	1445.51463525266
Cluster_1	MG100207	4475.38914806143
Cluster_10	MG100125	438.72846937084
Cluster_10	MG100126	352.236747757811
Cluster_10	MG100127	352.672773700733
Cluster_10	MG100128	429.047448145541
Cluster_10	MG100129	1008.12425704579
Cluster_10	MG100130	346.966489589236
Cluster_10	MG100131	381.052309326717
Cluster_10	MG100132	1860.17697368732
Cluster_10	MG100133	351.578823252842
Cluster_10	MG100135	99.0295107942167
Cluster_10	MG100136	306.250882972343
Cluster_10	MG100137	861.881545999463
Cluster_10	MG100138	327.370592532957
Cluster_10	MG100139	304.32293632457
Cluster_10	MG100140	3614.52795295128
Cluster_10	MG100141	1244.29412612303
Cluster_10	MG100142	174.550532379124
Cluster_10	MG100143	590.404993560269
Cluster_10	MG100144	863.627882712003
Cluster_10	MG100145	225.17451024544
Cluster_10	MG100146	307.595835767875
Cluster_10	MG100147	279.360240956816
Cluster_10	MG100148	420.857522019604
Cluster_10	MG100149	345.423077052738
Cluster_10	MG100150	2048.6385895198
Cluster_10	MG100151	303.401114499008
Cluster_10	MG100152	376.513239181828
Cluster_10	MG100153	2037.7686509532
Cluster_10	MG100154	10180.5581132622
Cluster_10	MG100155	374.852912255517
Cluster_10	MG100156	458.595158342071
Cluster_10	MG100157	1599.84719797046
Cluster_10	MG100158	302.449419884405
Cluster_10	MG100159	621.137009539159
Cluster_10	MG100160	776.559885086451
Cluster_10	MG100161	325.789968226731
Cluster_10	MG100162	133.782972487646
Cluster_10	MG100163	329.971794878731
Cluster_10	MG100164	334.21750604287
Cluster_10	MG100165	10172.8790406428
Cluster_10	MG100166	331.263882262876
Cluster_10	MG100167	30305.1198982091
Cluster_10	MG100168	235.917486155012
Cluster_10	MG100169	334.691426950196
Cluster_10	MG100170	558.787242789621
Cluster_10	MG100171	1105.30195734413
Cluster_10	MG100172	364.003116308764
Cluster_10	MG100173	572.6111275774
Cluster_10	MG100174	409.230821959595
Cluster_10	MG100175	482.457167312957
Cluster_10	MG100176	8025.90942039875
Cluster_10	MG100178	799.440514500557
Cluster_10	MG100179	338.956457102513
Cluster_10	MG100180	2268.84490448676
Cluster_10	MG100181	473.292184404677
Cluster_10	MG100182	376.971792820405
Cluster_10	MG100184	387.325749891093
Cluster_10	MG100185	421.283614123264
Cluster_10	MG100186	332.557851724422
Cluster_10	MG100187	292.065739881639
Cluster_10	MG100188	374.343109644511
Cluster_10	MG100189	585.573409428424
Cluster_10	MG100190	307.929364279653
Cluster_10	MG100192	3533.08966936949
Cluster_10	MG100193	2629.26257534428
Cluster_10	MG100194	411.277903471979
Cluster_10	MG100195	322.335581825962
Cluster_10	MG100196	352.237087631782
Cluster_10	MG100198	411.935935788575
Cluster_10	MG100199	413.040222814692
Cluster_10	MG100200	260.469665757375
Cluster_10	MG100201	350.467738702416
Cluster_10	MG100202	343.22346502071
Cluster_10	MG100203	341.611786900171
Cluster_10	MG100204	371.051649278238
Cluster_10	MG100205	375.029953757271
Cluster_10	MG100206	555.868510476618
Cluster_10	MG100207	1792.06205666593
Cluster_100	MG100125	455.816694053014
Cluster_100	MG100126	435.23762761189
Cluster_100	MG100127	748.119793735335
Cluster_100	MG100128	483.516665703204
Cluster_100	MG100129	1167.30206159581
Cluster_100	MG100130	1465.97040299772
Cluster_100	MG100131	1446.54662807515
Cluster_100	MG100132	635.241697642169
Cluster_100	MG100133	2608.76596210821
Cluster_100	MG100135	175.118506794074
Cluster_100	MG100136	713.405013970137
Cluster_100	MG100138	543.86927153234
Cluster_100	MG100139	267.917708946755
Cluster_100	MG100141	300.180748734617
Cluster_100	MG100142	194.686005044304
Cluster_100	MG100144	418.785787077175
Cluster_100	MG100145	286.290257908488
Cluster_100	MG100146	324.776321231036
Cluster_100	MG100147	17373.7660728791
Cluster_100	MG100148	380.98287885902
Cluster_100	MG100149	520.87644946546
Cluster_100	MG100150	388.045587236221
Cluster_100	MG100151	615.982379677358
Cluster_100	MG100152	370.750929618312
Cluster_100	MG100153	422.113015928097
Cluster_100	MG100154	5084.31410585112
Cluster_100	MG100155	928.60559354995
Cluster_100	MG100156	322.403494540603
Cluster_100	MG100157	21914.6871969068
Cluster_100	MG100158	234.729401321358
Cluster_100	MG100159	302.643213463309
Cluster_100	MG100160	667.490953041368
Cluster_100	MG100161	4187.14931270132
Cluster_100	MG100162	1373.26776285864
Cluster_100	MG100163	1847.14003219695
Cluster_100	MG100164	646.003974913626
Cluster_100	MG100165	336.796179654936
Cluster_100	MG100166	556.315291083387
Cluster_100	MG100167	5606.49188508259
Cluster_100	MG100168	2230.44200770112
Cluster_100	MG100169	1547.62567127709
Cluster_100	MG100170	3639.09873784777
Cluster_100	MG100171	962.832681132826
Cluster_100	MG100172	527.29743638485
Cluster_100	MG100173	2527.54849800953
Cluster_100	MG100174	2495.90992100464
Cluster_100	MG100175	11824.4427585773
Cluster_100	MG100177	2765.25569516891
Cluster_100	MG100178	5886.82632969575
Cluster_100	MG100179	1255.68410721656
Cluster_100	MG100180	4441.94227869707
Cluster_100	MG100181	2209.44104665647
Cluster_100	MG100182	6661.03871990561
Cluster_100	MG100183	214.525059174697
Cluster_100	MG100184	2604.64283695855
Cluster_100	MG100185	619.853012470533
Cluster_100	MG100186	340.587803546622
Cluster_100	MG100187	47.3484848484849
Cluster_100	MG100188	223.458747928992
Cluster_100	MG100189	1751.39809588391
Cluster_100	MG100190	338.01995362939
Cluster_100	MG100191	278.706782090069
Cluster_100	MG100192	540.342653315965
Cluster_100	MG100195	296.337002977133
Cluster_100	MG100196	481.264892679774
Cluster_100	MG100197	313.142296099284
Cluster_100	MG100198	307.410246330088
Cluster_100	MG100199	329.12730925055
Cluster_100	MG100200	3259.106978244
Cluster_100	MG100201	2445.75832031974
Cluster_100	MG100202	10029.8259350401
Cluster_100	MG100203	1995.45253753191
Cluster_100	MG100204	2296.2231232012
Cluster_100	MG100205	337.053585253725
Cluster_100	MG100206	735.543445110933
Cluster_100	MG100207	1999.10521237029
Cluster_100	MG100209	97.1062342202369
Cluster_101	MG100125	2220.60237169586
Cluster_101	MG100126	3406.05755451718
Cluster_101	MG100127	1911.69240224629
Cluster_101	MG100128	2251.99187946859
Cluster_101	MG100129	4706.89208720048
Cluster_101	MG100130	1457.63204219609
Cluster_101	MG100131	3105.81516854322
Cluster_101	MG100132	2973.63278386618
Cluster_101	MG100133	5636.9698087036
Cluster_101	MG100134	1772.98687245477
Cluster_101	MG100135	167.289209296985
Cluster_101	MG100136	4677.63598506082
Cluster_101	MG100137	1163.88284881944
Cluster_101	MG100138	2878.6716045626
Cluster_101	MG100139	2375.32924124784
Cluster_101	MG100140	2011.56546137975
Cluster_101	MG100141	2444.25689160364
Cluster_101	MG100142	173.526485895399
Cluster_101	MG100143	1833.8084700933
Cluster_101	MG100144	1937.5343393804
Cluster_101	MG100145	1804.4678991571
Cluster_101	MG100146	1672.75994832274
Cluster_101	MG100147	661.83588128318
Cluster_101	MG100148	714.160123687717
Cluster_101	MG100149	1323.78778343808
Cluster_101	MG100150	1420.80444361678
Cluster_101	MG100151	2433.69602585038
Cluster_101	MG100152	1866.58138333029
Cluster_101	MG100153	3320.37793396128
Cluster_101	MG100154	4282.19784322765
Cluster_101	MG100155	2201.1232540421
Cluster_101	MG100156	1402.12264176553
Cluster_101	MG100157	1494.59829928498
Cluster_101	MG100158	5669.70286976474
Cluster_101	MG100159	2377.72154760067
Cluster_101	MG100160	1441.11049038203
Cluster_101	MG100161	1483.75716402016
Cluster_101	MG100162	1071.1347024398
Cluster_101	MG100163	344.416679224079
Cluster_101	MG100164	1182.98364371496
Cluster_101	MG100165	1834.64392558371
Cluster_101	MG100166	3291.63473113563
Cluster_101	MG100167	2180.7782786967
Cluster_101	MG100168	2002.33025043036
Cluster_101	MG100169	1059.42639538695
Cluster_101	MG100170	2223.88129633379
Cluster_101	MG100171	4163.47340618035
Cluster_101	MG100172	2862.01990092468
Cluster_101	MG100173	2813.21095359192
Cluster_101	MG100174	3054.82004891698
Cluster_101	MG100175	2503.70330889922
Cluster_101	MG100176	1586.49807271588
Cluster_101	MG100177	1361.6933035801
Cluster_101	MG100178	8225.07203920456
Cluster_101	MG100179	2845.48702134773
Cluster_101	MG100180	6871.24523300662
Cluster_101	MG100181	4029.85474118467
Cluster_101	MG100182	4445.04894795978
Cluster_101	MG100183	267.645453974717
Cluster_101	MG100184	1905.12275203079
Cluster_101	MG100185	1037.52342432179
Cluster_101	MG100186	1660.12307736493
Cluster_101	MG100187	239.00303765321
Cluster_101	MG100188	945.654917894096
Cluster_101	MG100189	914.239511078528
Cluster_101	MG100190	839.087505427064
Cluster_101	MG100191	1543.88545788657
Cluster_101	MG100192	1807.19853356873
Cluster_101	MG100193	1535.9333948141
Cluster_101	MG100194	648.613693689428
Cluster_101	MG100195	1043.02008012808
Cluster_101	MG100196	1352.63948623578
Cluster_101	MG100197	257.024473374542
Cluster_101	MG100198	2035.28176421829
Cluster_101	MG100199	1688.92778825501
Cluster_101	MG100200	1164.87717545645
Cluster_101	MG100201	1748.22999702293
Cluster_101	MG100202	952.925487436884
Cluster_101	MG100203	2949.43585420207
Cluster_101	MG100204	4075.058129589
Cluster_101	MG100205	2741.82442087366
Cluster_101	MG100206	1758.2365089705
Cluster_101	MG100207	4672.55959794617
Cluster_101	MG100208	1274.4247010564
Cluster_102	MG100126	2543.10344827586
Cluster_102	MG100130	86.2068965517241
Cluster_102	MG100133	29137.9310344828
Cluster_102	MG100134	9870.68965517241
Cluster_102	MG100136	3405.1724137931
Cluster_102	MG100137	43.1034482758621
Cluster_102	MG100138	3793.10344827586
Cluster_102	MG100139	43.1034482758621
Cluster_102	MG100140	1767.24137931034
Cluster_102	MG100145	129.310344827586
Cluster_102	MG100147	1551.72413793103
Cluster_102	MG100152	344.827586206897
Cluster_102	MG100153	4137.93103448276
Cluster_102	MG100157	344.827586206897
Cluster_102	MG100161	862.068965517241
Cluster_102	MG100162	172.413793103448
Cluster_102	MG100164	474.137931034483
Cluster_102	MG100166	474.137931034483
Cluster_102	MG100167	775.862068965517
Cluster_102	MG100169	2370.68965517241
Cluster_102	MG100171	258.620689655172
Cluster_102	MG100174	2284.48275862069
Cluster_102	MG100177	43.1034482758621
Cluster_102	MG100178	5732.75862068965
Cluster_102	MG100179	15258.6206896552
Cluster_102	MG100180	387.931034482759
Cluster_102	MG100181	2198.27586206897
Cluster_102	MG100185	1379.31034482759
Cluster_102	MG100188	258.620689655172
Cluster_102	MG100190	43.1034482758621
Cluster_102	MG100191	43.1034482758621
Cluster_102	MG100195	215.51724137931
Cluster_102	MG100200	2413.79310344828
Cluster_102	MG100201	387.931034482759
Cluster_102	MG100202	43.1034482758621
Cluster_102	MG100203	689.655172413793
Cluster_102	MG100204	86.2068965517241
Cluster_102	MG100207	2758.62068965517
Cluster_102	MG100208	43.1034482758621
Cluster_103	MG100125	1363.74656198047
Cluster_103	MG100126	2332.73822548869
Cluster_103	MG100127	1751.83344012651
Cluster_103	MG100128	1010.50762085926
Cluster_103	MG100129	2567.37236072213
Cluster_103	MG100130	635.355551967547
Cluster_103	MG100131	1054.53244184127
Cluster_103	MG100132	1213.86431249136
Cluster_103	MG100133	2176.15640811511
Cluster_103	MG100134	1494.97470879531
Cluster_103	MG100135	292.082421229138
Cluster_103	MG100136	5264.56997650862
Cluster_103	MG100137	792.389817863448
Cluster_103	MG100138	1647.67841536359
Cluster_103	MG100139	2994.96158586537
Cluster_103	MG100140	806.543743507393
Cluster_103	MG100141	946.047330515967
Cluster_103	MG100142	203.924219147766
Cluster_103	MG100143	702.830414125404
Cluster_103	MG100144	686.028095832663
Cluster_103	MG100145	864.479770127834
Cluster_103	MG100146	1149.01335898314
Cluster_103	MG100147	1185.77886505063
Cluster_103	MG100148	1215.84450600562
Cluster_103	MG100149	2151.55400356456
Cluster_103	MG100150	728.269582401702
Cluster_103	MG100151	2695.62972422965
Cluster_103	MG100152	698.442007891404
Cluster_103	MG100153	1283.03009482227
Cluster_103	MG100154	1056.94988689429
Cluster_103	MG100155	1025.54085862315
Cluster_103	MG100156	703.16864644489
Cluster_103	MG100157	1153.38900903835
Cluster_103	MG100158	781.899247772993
Cluster_103	MG100159	2943.82479526494
Cluster_103	MG100160	737.235148714743
Cluster_103	MG100161	1165.7851009702
Cluster_103	MG100162	781.164036025976
Cluster_103	MG100163	387.454970909268
Cluster_103	MG100164	406.803268207927
Cluster_103	MG100165	473.664654418344
Cluster_103	MG100166	1768.70087699259
Cluster_103	MG100167	850.423466454239
Cluster_103	MG100168	4509.40396374109
Cluster_103	MG100169	490.495540756508
Cluster_103	MG100170	1090.23760096227
Cluster_103	MG100171	982.896788154381
Cluster_103	MG100172	2522.74442709825
Cluster_103	MG100173	3342.71819612255
Cluster_103	MG100174	530.787692404781
Cluster_103	MG100175	5044.67826237305
Cluster_103	MG100176	1573.97745304842
Cluster_103	MG100177	1899.06189655089
Cluster_103	MG100178	2689.38432889465
Cluster_103	MG100179	1245.80677649792
Cluster_103	MG100180	3961.87967516666
Cluster_103	MG100181	848.810413061113
Cluster_103	MG100182	2719.44418712747
Cluster_103	MG100184	2315.0280056956
Cluster_103	MG100185	450.730131733791
Cluster_103	MG100186	1520.03485444628
Cluster_103	MG100187	343.81085988812
Cluster_103	MG100188	2045.61518457911
Cluster_103	MG100189	724.697121401491
Cluster_103	MG100190	942.484977808551
Cluster_103	MG100191	1757.65514732243
Cluster_103	MG100192	1101.76667185291
Cluster_103	MG100193	659.451292293149
Cluster_103	MG100194	486.402998309558
Cluster_103	MG100195	944.324046403622
Cluster_103	MG100196	1882.10136863542
Cluster_103	MG100198	993.919968942101
Cluster_103	MG100199	1019.73186823842
Cluster_103	MG100200	1412.72951171697
Cluster_103	MG100201	1755.88847439209
Cluster_103	MG100202	595.556007575233
Cluster_103	MG100203	723.313608046205
Cluster_103	MG100204	1737.26239100761
Cluster_103	MG100205	2133.48461392251
Cluster_103	MG100207	3652.88949090592
Cluster_103	MG100208	2989.13929687612
Cluster_104	MG100125	610.26062900039
Cluster_104	MG100126	446.759367122788
Cluster_104	MG100127	462.333153153034
Cluster_104	MG100128	1060.27250021381
Cluster_104	MG100129	1040.50087800157
Cluster_104	MG100130	1689.77882578658
Cluster_104	MG100131	319.086941935963
Cluster_104	MG100132	10729.5218850819
Cluster_104	MG100133	3520.26964949321
Cluster_104	MG100134	459.994121652783
Cluster_104	MG100136	241.167261654466
Cluster_104	MG100137	741.305191429612
Cluster_104	MG100138	384.113053188053
Cluster_104	MG100139	351.590420824108
Cluster_104	MG100140	2075.43653025776
Cluster_104	MG100141	483.23848558589
Cluster_104	MG100143	2649.48423560527
Cluster_104	MG100144	4555.2095699142
Cluster_104	MG100145	2314.36963892897
Cluster_104	MG100146	411.124843643075
Cluster_104	MG100147	357.11879382923
Cluster_104	MG100148	327.331385457162
Cluster_104	MG100149	809.046096903714
Cluster_104	MG100150	441.555771804253
Cluster_104	MG100151	818.474989980788
Cluster_104	MG100152	506.248639889088
Cluster_104	MG100153	2991.54098730328
Cluster_104	MG100154	2116.32391185575
Cluster_104	MG100155	186.791628686629
Cluster_104	MG100156	838.549652180323
Cluster_104	MG100157	677.142812482758
Cluster_104	MG100158	9782.47215132558
Cluster_104	MG100159	1210.53078398603
Cluster_104	MG100160	525.024465070631
Cluster_104	MG100161	1092.51162297453
Cluster_104	MG100162	236.177631929199
Cluster_104	MG100163	280.871665397221
Cluster_104	MG100164	875.997736980938
Cluster_104	MG100165	38394.2867890882
Cluster_104	MG100166	2112.31164281382
Cluster_104	MG100167	1050.84796198809
Cluster_104	MG100168	404.09969211226
Cluster_104	MG100169	1901.27402088101
Cluster_104	MG100170	3759.70752898234
Cluster_104	MG100171	1432.54286149547
Cluster_104	MG100172	481.547339158625
Cluster_104	MG100173	741.278138715743
Cluster_104	MG100174	2122.22115412575
Cluster_104	MG100175	281.204256500446
Cluster_104	MG100176	3229.01183765053
Cluster_104	MG100177	451.626325504596
Cluster_104	MG100178	938.156387858289
Cluster_104	MG100179	2367.90694245452
Cluster_104	MG100180	1002.46655569743
Cluster_104	MG100181	969.248881903095
Cluster_104	MG100182	551.04127378841
Cluster_104	MG100184	7437.52954781112
Cluster_104	MG100185	980.544122022964
Cluster_104	MG100186	279.321193694165
Cluster_104	MG100187	404.858299595142
Cluster_104	MG100188	781.451186486324
Cluster_104	MG100189	207.668535659363
Cluster_104	MG100190	373.998958974491
Cluster_104	MG100191	202.588793026538
Cluster_104	MG100192	2840.07375773998
Cluster_104	MG100193	633.922107863989
Cluster_104	MG100194	235.571303370598
Cluster_104	MG100195	140.081717332725
Cluster_104	MG100196	198.371151396213
Cluster_104	MG100198	5285.31347130965
Cluster_104	MG100199	585.681099271123
Cluster_104	MG100200	1117.36800162513
Cluster_104	MG100201	1081.60876639966
Cluster_104	MG100202	455.042459783162
Cluster_104	MG100203	989.796112028181
Cluster_104	MG100204	2232.60224985867
Cluster_104	MG100205	506.185369803966
Cluster_104	MG100206	950.213343388059
Cluster_104	MG100207	465.831237142529
Cluster_104	MG100208	11716.7714250095
Cluster_105	MG100125	374.980843792965
Cluster_105	MG100126	393.190374619538
Cluster_105	MG100127	790.783592468298
Cluster_105	MG100128	3168.93881905368
Cluster_105	MG100129	1221.97859764689
Cluster_105	MG100130	232.265127337709
Cluster_105	MG100131	1836.35387939369
Cluster_105	MG100132	6660.63074378502
Cluster_105	MG100133	2474.84263434922
Cluster_105	MG100134	932.672353040914
Cluster_105	MG100136	842.091685420585
Cluster_105	MG100137	381.944745733255
Cluster_105	MG100138	2770.72605589569
Cluster_105	MG100139	452.410499613745
Cluster_105	MG100140	494.534521202813
Cluster_105	MG100141	395.91283439108
Cluster_105	MG100142	43.6498523049999
Cluster_105	MG100143	674.282893716192
Cluster_105	MG100144	73.7789582411096
Cluster_105	MG100145	128.129062877058
Cluster_105	MG100146	1865.02018610794
Cluster_105	MG100147	1461.37166821106
Cluster_105	MG100148	74.7335982489049
Cluster_105	MG100149	417.464969453834
Cluster_105	MG100150	71.0036443387959
Cluster_105	MG100151	1309.7165177351
Cluster_105	MG100152	416.390004483235
Cluster_105	MG100153	2275.57019917146
Cluster_105	MG100154	336.474191122376
Cluster_105	MG100155	1115.81423029236
Cluster_105	MG100156	861.369771212381
Cluster_105	MG100157	696.764653702185
Cluster_105	MG100158	6122.8600021309
Cluster_105	MG100159	440.932109816357
Cluster_105	MG100160	3595.48290130719
Cluster_105	MG100161	1660.84325565719
Cluster_105	MG100162	701.186424272326
Cluster_105	MG100163	53.3838461872533
Cluster_105	MG100164	247.644326198675
